Indicator Code,Indicator Name,Topic,Coarse_Topic
SE.XPD.PRIM.PC.ZS,"Government expenditure per student, primary (% of GDP per capita)",Education: Inputs,Education
SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),Education: Inputs,Education
SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",Education: Inputs,Education
SE.XPD.SECO.ZS,Expenditure on secondary education (% of government expenditure on education),Education: Inputs,Education
SE.XPD.TERT.PC.ZS,"Government expenditure per student, tertiary (% of GDP per capita)",Education: Inputs,Education
SE.XPD.TERT.ZS,Expenditure on tertiary education (% of government expenditure on education),Education: Inputs,Education
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",Education: Inputs,Education
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",Education: Inputs,Education
SG.DMK.ALLD.FN.ZS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Gender: Public life & decision making,Other
SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",Gender: Public life & decision making,Other
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),Gender: Public life & decision making,Other
SG.LAW.INDX,Women Business and the Law Index Score (scale 1-100),Employment and Time Use,Other
SG.TIM.UWRK.FE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Gender: Participation & access,Other
SG.TIM.UWRK.MA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Gender: Participation & access,Other
SG.VAW.1549.ZS,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),Gender: Health,Health
SG.VAW.ARGU.ZS,Women who believe a husband is justified in beating his wife when she argues with him (%),Gender: Health,Health
SG.VAW.BURN.ZS,Women who believe a husband is justified in beating his wife when she burns the food (%),Gender: Health,Health
SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Gender: Health,Health
SG.VAW.NEGL.ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%),Gender: Health,Health
SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%),Gender: Health,Health
SG.VAW.REFU.ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Gender: Health,Health
SH.ALC.PCAP.FE.LI,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",Health: Risk factors,Health
SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Health: Risk factors,Health
SH.ALC.PCAP.MA.LI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",Health: Risk factors,Health
SH.ANM.ALLW.ZS,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Health: Nutrition,Health
SH.ANM.CHLD.ZS,Prevalence of anemia among children (% of children ages 6-59 months),Health: Nutrition,Health
SH.ANM.NPRG.ZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49),Health: Nutrition,Health
SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",Health: Disease prevention,Health
SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)",Health: Disease prevention,Health
SH.DTH.0509,Number of deaths ages 5-9 years,Health: Mortality,Health
SH.DTH.1014,Number of deaths ages 10-14 years,Health: Mortality,Health
SH.DTH.1519,Number of deaths ages 15-19 years,Health: Mortality,Health
SH.DTH.2024,Number of deaths ages 20-24 years,Health: Mortality,Health
SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Health: Risk factors,Health
SH.DTH.IMRT,Number of infant deaths,Health: Mortality,Health
SH.DTH.INJR.ZS,"Cause of death, by injury (% of total)",Health: Risk factors,Health
SH.DTH.MORT,Number of under-five deaths,Health: Mortality,Health
SH.DTH.NCOM.ZS,"Cause of death, by non-communicable diseases (% of total)",Health: Risk factors,Health
SH.DTH.NMRT,Number of neonatal deaths,Health: Mortality,Health
SH.DYN.0509,"Probability of dying among children ages 5-9 years (per 1,000)",Health: Mortality,Health
SH.DYN.1014,"Probability of dying among adolescents ages 10-14 years (per 1,000)",Health: Mortality,Health
SH.DYN.1519,"Probability of dying among adolescents ages 15-19 years (per 1,000)",Health: Mortality,Health
SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)",Health: Mortality,Health
SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),Health: Risk factors,Health
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",Health: Risk factors,Health
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health: Mortality,Health
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)",Health: Mortality,Health
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)",Health: Mortality,Health
SH.DYN.NCOM.FE.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",Health: Mortality,Health
SH.DYN.NCOM.MA.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",Health: Mortality,Health
SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Health: Mortality,Health
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)",Health: Mortality,Health
SH.FPL.SATM.ZS,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Health: Reproductive health,Health
SH.H2O.BASW.RU.ZS,"People using at least basic drinking water services, rural (% of rural population)",Health: Disease prevention,Health
SH.H2O.BASW.UR.ZS,"People using at least basic drinking water services, urban (% of urban population)",Health: Disease prevention,Health
SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),Health: Disease prevention,Health
SH.H2O.SMDW.RU.ZS,"People using safely managed drinking water services, rural (% of rural population)",Health: Disease prevention,Health
SH.H2O.SMDW.UR.ZS,"People using safely managed drinking water services, urban (% of urban population)",Health: Disease prevention,Health
SH.H2O.SMDW.ZS,People using safely managed drinking water services (% of population),Health: Disease prevention,Health
SH.HIV.0014,Children (0-14) living with HIV,Health: Risk factors,Health
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)",Health: Risk factors,Health
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)",Health: Risk factors,Health
SH.HIV.ARTC.ZS,Antiretroviral therapy coverage (% of people living with HIV),Health: Risk factors,Health
SH.HIV.INCD,Adults (ages 15-49) newly infected with HIV,Health: Risk factors,Health
SH.HIV.INCD.14,Children (ages 0-14) newly infected with HIV,Health: Risk factors,Health
SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,Health: Risk factors,Health
SH.HIV.INCD.TL.P3,"Incidence of HIV, all (per 1,000 uninfected population)",Health: Risk factors,Health
SH.HIV.INCD.YG,Young people (ages 15-24) newly infected with HIV,Health: Risk factors,Health
SH.HIV.INCD.YG.P3,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",Health: Risk factors,Health
SH.HIV.INCD.ZS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Health: Risk factors,Health
SH.HIV.PMTC.ZS,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),Health: Risk factors,Health
SH.IMM.HEPB,"Immunization, HepB3 (% of one-year-old children)",Health: Disease prevention,Health
SH.IMM.IDPT,"Immunization, DPT (% of children ages 12-23 months)",Health: Disease prevention,Health
SH.IMM.MEAS,"Immunization, measles (% of children ages 12-23 months)",Health: Disease prevention,Health
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",Health: Health systems,Health
SH.MED.CMHW.P3,"Community health workers (per 1,000 people)",Health: Health systems,Health
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",Health: Health systems,Health
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",Health: Health systems,Health
SH.MED.SAOP.P5,"Specialist surgical workforce (per 100,000 population)",Health: Health systems,Health
SH.MLR.INCD.P3,"Incidence of malaria (per 1,000 population at risk)",Health: Risk factors,Health
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),Health: Disease prevention,Health
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Health: Disease prevention,Health
SH.MMR.DTHS,Number of maternal deaths,Health: Reproductive health,Health
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Health: Reproductive health,Health
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),Health: Reproductive health,Health
SH.PRG.ANEM,Prevalence of anemia among pregnant women (%),Health: Nutrition,Health
SH.PRV.SMOK,Prevalence of current tobacco use (% of adults),Health: Risk factors,Health
SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)",Health: Risk factors,Health
SH.PRV.SMOK.MA,"Prevalence of current tobacco use, males (% of male adults)",Health: Risk factors,Health
SH.SGR.CRSK.ZS,Risk of catastrophic expenditure for surgical care (% of people at risk),Health: Risk factors,Health
SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk),Health: Risk factors,Health
SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)",Health: Health systems,Health
SH.STA.AIRP.FE.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",Health: Mortality,Health
SH.STA.AIRP.MA.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",Health: Mortality,Health
SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",Health: Mortality,Health
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),Health: Reproductive health,Health
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),Health: Disease prevention,Health
SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)",Health: Disease prevention,Health
SH.STA.BASS.UR.ZS,"People using at least basic sanitation services, urban (% of urban population)",Health: Disease prevention,Health
SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),Health: Disease prevention,Health
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),Health: Nutrition,Health
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),Health: Reproductive health,Health
SH.STA.BRTW.ZS,Low-birthweight babies (% of births),Health: Nutrition,Health
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),Health: Risk factors,Health
SH.STA.FGMS.ZS,Female genital mutilation prevalence (%),Health: Risk factors,Health
SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",Health: Disease prevention,Health
SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",Health: Disease prevention,Health
SH.STA.HYGN.ZS,People with basic handwashing facilities including soap and water (% of population),Health: Disease prevention,Health
SH.STA.MALN.FE.ZS,"Prevalence of underweight, weight for age, female (% of children under 5)",Health: Nutrition,Health
SH.STA.MALN.MA.ZS,"Prevalence of underweight, weight for age, male (% of children under 5)",Health: Nutrition,Health
SH.STA.MALN.ZS,"Prevalence of underweight, weight for age (% of children under 5)",Health: Nutrition,Health
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health: Reproductive health,Health
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health: Reproductive health,Health
SH.STA.ODFC.RU.ZS,"People practicing open defecation, rural (% of rural population)",Health: Risk factors,Health
SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)",Health: Risk factors,Health
SH.STA.ODFC.ZS,People practicing open defecation (% of population),Health: Risk factors,Health
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Health: Disease prevention,Health
SH.STA.ORTH,Diarrhea treatment (% of children under 5 who received ORS packet),Health: Disease prevention,Health
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)",Health: Nutrition,Health
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5)",Health: Nutrition,Health
